repo_name,owner,repo_url,description,language,topics,stars,updated_at,input_url,input_search_query,input_max_pages,warning,warning_code,error,error_code,snapshot_id,snapshot_date,categories,primary_category,input,stars_prev,star_growth,star_growth_rate,momentum_score,signal
huggingface/speech-to-speech,huggingface,https://github.com/huggingface/speech-to-speech,,Python,"['python', 'machine-learning', 'ai', 'speech', 'speech-synthesis']",12741,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",12645.0,96,0.76,51.4,⚡ ACCELERATING
huggingface/transformers,huggingface,https://github.com/huggingface/transformers,,Python,"['audio', 'python', 'nlp', 'machine-learning', 'natural-language-processing']",164309,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",164264.0,45,0.03,38.6,🌱 STEADY
iree-org/iree,iree-org,https://github.com/iree-org/iree,,C++,"['machine-learning', 'compiler', 'runtime', 'tensorflow', 'vulkan']",3890,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",3887.0,3,0.08,14.6,💤 LOW VELOCITY
jaimasih05-commits/swarm-foraging-qlearn,jaimasih05-commits,https://github.com/jaimasih05-commits/swarm-foraging-qlearn,,HTML,"['python', 'machine-learning', 'reinforcement-learning', 'simulation', 'decision-making']",117,,,,,,,,,raw_2026_08_21,2026-08-21,AI Agents|RAG & Retrieval|Core ML & Deep Learning,AI Agents,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",117.0,0,0.0,0.0,💤 LOW VELOCITY
kornia/kornia,kornia,https://github.com/kornia/kornia,,Python,"['python', 'machine-learning', 'computer-vision', 'deep-learning', 'neural-network']",11321,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",11314.0,7,0.06,21.4,🌱 STEADY
kserve/kserve,kserve,https://github.com/kserve/kserve,,Go,"['kubernetes', 'machine-learning', 'tensorflow', 'cncf', 'pytorch']",5815,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",5805.0,10,0.17,25.5,🌱 STEADY
kserve/website,kserve,https://github.com/kserve/website,,MDX,"['documentation', 'machine-learning', 'serverless', 'inference', 'cloud-native']",113,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
kubeflow/pipelines,kubeflow,https://github.com/kubeflow/pipelines,,Python,"['kubernetes', 'data-science', 'machine-learning', 'pipeline', 'kubeflow']",4191,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",4187.0,4,0.1,17.0,💤 LOW VELOCITY
kubeflow/trainer,kubeflow,https://github.com/kubeflow/trainer,,Go,"['python', 'kubernetes', 'machine-learning', 'ai', 'tensorflow']",2191,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",2186.0,5,0.23,20.0,🌱 STEADY
kyegomez/swarms,kyegomez,https://github.com/kyegomez/swarms,,Python,"['machine-learning', 'ai', 'artificial-intelligence', 'prompt-toolkit', 'swarms']",7073,,,,,,,,,raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
lab-cosmo/upet,lab-cosmo,https://github.com/lab-cosmo/upet,,Python,"['machine-learning', 'molecular-dynamics', 'machine-learned-interatomic-potentials', 'universal-potential']",229,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",228.0,1,0.44,10.6,💤 LOW VELOCITY
libxsmm/tpp-mlir,libxsmm,https://github.com/libxsmm/tpp-mlir,,MLIR,"['machine-learning', 'library', 'compiler', 'llvm', 'micro-kernel']",162,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
lstein/PhotoMapAI,lstein,https://github.com/lstein/PhotoMapAI,,Python,"['visualization', 'python', 'open-source', 'machine-learning', 'slideshow']",84,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
lutzroeder/netron,lutzroeder,https://github.com/lutzroeder/netron,,JavaScript,"['machine-learning', 'ai', 'deep-learning', 'neural-network', 'tensorflow']",33381,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",33362.0,19,0.06,30.5,🌱 STEADY
marcelwa/aigverse,marcelwa,https://github.com/marcelwa/aigverse,,Python,"['python', 'machine-learning', 'verilog', 'logic-synthesis', 'aiger']",88,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",88.0,0,0.0,0.0,💤 LOW VELOCITY
marimo-team/marimo,marimo-team,https://github.com/marimo-team/marimo,,Python,"['python', 'data-science', 'machine-learning', 'reactive', 'sql']",22421,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",22401.0,20,0.09,31.3,🌱 STEADY
microsoft/onnxruntime,microsoft,https://github.com/microsoft/onnxruntime,,C++,"['machine-learning', 'deep-learning', 'tensorflow', 'scikit-learn', 'pytorch']",21414,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",21400.0,14,0.07,27.8,🌱 STEADY
mikeoliphant/NeuralAudio,mikeoliphant,https://github.com/mikeoliphant/NeuralAudio,,C++,"['machine-learning', 'lstm', 'wavenet', 'nam', 'neural-amp-modeler']",144,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
mlflow/mlflow,mlflow,https://github.com/mlflow/mlflow,,Python,"['open-source', 'machine-learning', 'ai', 'apache-spark', 'evaluation']",27608,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
mlr-org/mlr3,mlr-org,https://github.com/mlr-org/mlr3,,R,"['data-science', 'machine-learning', 'r', 'regression', 'classification']",1080,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",1079.0,1,0.09,7.8,💤 LOW VELOCITY
mmschlk/shapiq,mmschlk,https://github.com/mmschlk/shapiq,,Python,"['python', 'machine-learning', 'game-theory', 'interpretability', 'feature-importance']",768,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
mne-tools/mne-python,mne-tools,https://github.com/mne-tools/mne-python,,Python,"['visualization', 'python', 'machine-learning', 'statistics', 'neuroscience']",3488,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",3490.0,-2,-0.06,0.0,💤 LOW VELOCITY
modal-labs/modal-client,modal-labs,https://github.com/modal-labs/modal-client,,Python,"['python', 'data-science', 'machine-learning', 'cloud', 'ai']",506,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",505.0,1,0.2,8.8,💤 LOW VELOCITY
mozilla/bugbug,mozilla,https://github.com/mozilla/bugbug,,Python,"['python', 'machine-learning', 'ai', 'ml', 'developer-tools']",568,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",569.0,-1,-0.18,0.0,💤 LOW VELOCITY
mrcanlaco/Dao-Vang-Peak-Pulse,mrcanlaco,https://github.com/mrcanlaco/Dao-Vang-Peak-Pulse,,Python,"['python', 'agent', 'finance', 'machine-learning', 'crypto']",90,,,,,,,,,raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
nautechsystems/nautilus_trader,nautechsystems,https://github.com/nautechsystems/nautilus_trader,,Rust,"['python', 'rust', 'machine-learning', 'trading', 'forex']",27000,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",26230.0,770,2.94,80.2,🔥 BREAKOUT
nebius/soperator,nebius,https://github.com/nebius/soperator,,Go,"['kubernetes', 'machine-learning', 'hpc', 'ml', 'slurm']",418,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",416.0,2,0.48,14.9,💤 LOW VELOCITY
netdata/netdata,netdata,https://github.com/netdata/netdata,,Go,"['mysql', 'linux', 'docker', 'kubernetes', 'devops']",80254,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",80229.0,25,0.03,32.9,🌱 STEADY
nilearn/nilearn,nilearn,https://github.com/nilearn/nilearn,,Python,"['python', 'machine-learning', 'decoding', 'neuroimaging', 'fmri']",1424,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",1425.0,-1,-0.07,0.0,💤 LOW VELOCITY
obss/sahi,obss,https://github.com/obss/sahi,,Python,"['python', 'machine-learning', 'computer-vision', 'deep-learning', 'satellite']",5472,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
ohdearquant/lionagi,ohdearquant,https://github.com/ohdearquant/lionagi,,Python,"['workflow', 'data', 'machine-learning', 'automation', 'ai']",404,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",404.0,0,0.0,0.0,💤 LOW VELOCITY
okesipoke/manuscript-phoneme-decipher,okesipoke,https://github.com/okesipoke/manuscript-phoneme-decipher,,HTML,"['nlp', 'machine-learning', 'deep-learning', 'algorithms', 'artificial-intelligence']",116,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",116.0,0,0.0,0.0,💤 LOW VELOCITY
online-ml/river,online-ml,https://github.com/online-ml/river,,Python,"['python', 'data-science', 'machine-learning', 'streaming', 'stream-processing']",5920,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
onlyoneshakibul/magic-eraser-studio,onlyoneshakibul,https://github.com/onlyoneshakibul/magic-eraser-studio,,HTML,"['machine-learning', 'computer-vision', 'image-processing', 'image-editing', 'artificial-intelligence']",115,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",115.0,0,0.0,0.0,💤 LOW VELOCITY
open-edge-platform/geti,open-edge-platform,https://github.com/open-edge-platform/geti,,Python,"['machine-learning', 'computer-vision', 'deep-learning', 'pytorch', 'semi-supervised-learning']",1315,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",1309.0,6,0.46,23.2,🌱 STEADY
openvinotoolkit/model_server,openvinotoolkit,https://github.com/openvinotoolkit/model_server,,C++,"['kubernetes', 'machine-learning', 'cloud', 'ai', 'deep-learning']",916,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",914.0,2,0.22,13.0,💤 LOW VELOCITY
orcasound/orcahello,orcasound,https://github.com/orcasound/orcahello,,C#,"['machine-learning', 'real-time', 'deep-learning', 'neural-network', 'realtime']",58,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",58.0,0,0.0,0.0,💤 LOW VELOCITY
paperless-ngx/paperless-ngx,paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,,Python,"['pdf', 'machine-learning', 'django', 'angular', 'ocr']",44470,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",44412.0,58,0.13,42.0,⚡ ACCELERATING
pixeltable/pixeltable,pixeltable,https://github.com/pixeltable/pixeltable,,Python,"['data-science', 'machine-learning', 'database', 'ai', 'computer-vision']",1613,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
pravin6688/churn-triad-insights,pravin6688,https://github.com/pravin6688/churn-triad-insights,,HTML,"['python', 'machine-learning', 'excel', 'data-analytics', 'logistic-regression']",115,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",115.0,0,0.0,0.0,💤 LOW VELOCITY
pytorch/TensorRT,pytorch,https://github.com/pytorch/TensorRT,,Python,"['machine-learning', 'deep-learning', 'cuda', 'pytorch', 'nvidia']",2984,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",2985.0,-1,-0.03,0.0,💤 LOW VELOCITY
pytorch/executorch,pytorch,https://github.com/pytorch/executorch,,Python,"['machine-learning', 'mobile', 'embedded', 'deep-learning', 'neural-network']",4941,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",4934.0,7,0.14,22.1,🌱 STEADY
pytorch/pytorch,pytorch,https://github.com/pytorch/pytorch,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'gpu']",102517,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",102483.0,34,0.03,35.8,🌱 STEADY
pytorch/rl,pytorch,https://github.com/pytorch/rl,,Python,"['machine-learning', 'control', 'reinforcement-learning', 'ai', 'robotics']",3528,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
qdrant/qdrant,qdrant,https://github.com/qdrant/qdrant,,Rust,"['search', 'search-engine', 'machine-learning', 'neural-network', 'nearest-neighbor-search']",34115,,,,,,,,,raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",34047.0,68,0.2,44.2,⚡ ACCELERATING
qualcomm/aimet,qualcomm,https://github.com/qualcomm/aimet,,Python,"['open-source', 'machine-learning', 'opensource', 'deep-neural-networks', 'compression']",2683,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",2682.0,1,0.04,7.3,💤 LOW VELOCITY
ray-project/ray,ray-project,https://github.com/ray-project/ray,,Python,"['python', 'data-science', 'machine-learning', 'reinforcement-learning', 'deep-learning']",43577,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",43559.0,18,0.04,29.8,🌱 STEADY
reunios2024/cortex-sentinel-trading-nexus,reunios2024,https://github.com/reunios2024/cortex-sentinel-trading-nexus,,HTML,"['python', 'machine-learning', 'reinforcement-learning', 'trading-bot', 'pytorch']",118,,,,,,,,,raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",118.0,0,0.0,0.0,💤 LOW VELOCITY
roboflow/inference,roboflow,https://github.com/roboflow/inference,,Python,"['python', 'docker', 'machine-learning', 'computer-vision', 'deployment']",2425,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|MLOps & Orchestration|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",2421.0,4,0.17,17.7,💤 LOW VELOCITY
roboflow/rf-detr,roboflow,https://github.com/roboflow/rf-detr,,Python,"['machine-learning', 'computer-vision', 'object-detection', 'sota', 'instance-segmentation']",9028,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",9005.0,23,0.26,34.1,🌱 STEADY
roboflow/supervision,roboflow,https://github.com/roboflow/supervision,,Python,"['python', 'tracking', 'machine-learning', 'computer-vision', 'deep-learning']",49635,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
rocketride-org/rocketride-server,rocketride-org,https://github.com/rocketride-org/rocketride-server,,Python,"['python', 'machine-learning', 'typescript', 'sdk', 'ai']",6953,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",6519.0,434,6.66,81.1,🔥 BREAKOUT
rohitg00/ai-engineering-from-scratch,rohitg00,https://github.com/rohitg00/ai-engineering-from-scratch,,Python,"['python', 'nlp', 'rust', 'machine-learning', 'tutorial']",47515,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
root-project/root,root-project,https://github.com/root-project/root,,C++,"['visualization', 'python', 'c-plus-plus', 'machine-learning', 'statistics']",3283,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",3283.0,0,0.0,0.0,💤 LOW VELOCITY
run-llama/ParseBench,run-llama,https://github.com/run-llama/ParseBench,,Python,"['benchmark', 'machine-learning', 'ocr', 'evaluation', 'pdf-parsing']",551,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",550.0,1,0.18,8.6,💤 LOW VELOCITY
s60sc/ESP32-CAM_MJPEG2SD,s60sc,https://github.com/s60sc/ESP32-CAM_MJPEG2SD,,HTML,"['machine-learning', 'camera', 'rtsp', 'fpv', 'telegram-bot']",1702,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
sanidhyy/brainwave,sanidhyy,https://github.com/sanidhyy/brainwave,,JavaScript,"['react', 'javascript', 'css', 'html', 'machine-learning']",165,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
screenpipe/screenpipe,screenpipe,https://github.com/screenpipe/screenpipe,,Rust,"['machine-learning', 'privacy', 'ai', 'computer-vision', 'mcp']",21155,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",21110.0,45,0.21,40.2,⚡ ACCELERATING
scverse/scanpy,scverse,https://github.com/scverse/scanpy,,Python,"['python', 'data-science', 'machine-learning', 'bioinformatics', 'transcriptomics']",2543,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",2543.0,0,0.0,0.0,💤 LOW VELOCITY
sdv-dev/SDV,sdv-dev,https://github.com/sdv-dev/SDV,,Python,"['machine-learning', 'deep-learning', 'time-series', 'generative-adversarial-network', 'gan']",3548,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",3546.0,2,0.06,11.6,💤 LOW VELOCITY
